City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Pressure,Country,Date
299,Naryan-Mar,67.6713,53.087,22.59,91,23,7.49,1022,RU,1732767096
300,Kushmurun,52.4503,64.6311,13.89,92,53,6.26,1024,KZ,1732767097
301,Puerto Baquerizo Moreno,-0.9,-89.6,71.11,81,75,15.48,1013,EC,1732767099
302,Poyang,28.9924,116.6675,58.95,36,3,19.01,1027,CN,1732767100
303,Chonchi,-42.6128,-73.8092,47.12,97,40,1.97,1019,CL,1732767101
304,Lubang,13.8584,120.124,83.82,75,70,20.47,1010,PH,1732767102
305,Manta,-0.95,-80.7333,71.38,83,20,11.5,1012,EC,1732766943
306,Linhares,-19.3911,-40.0722,69.96,94,38,3.89,1013,BR,1732767104
307,Chela,34.069,104.4619,33.78,35,2,0.78,1031,CN,1732767105
308,Kosh-Agach,50.0,88.6667,-0.44,85,82,0.22,1053,RU,1732767106
309,Saldanha,-33.0117,17.9442,58.71,80,0,13.35,1021,ZA,1732767107
310,Agadez,19.75,10.25,59.2,32,100,8.59,1021,NE,1732767109
311,Port Lincoln,-34.7333,135.8667,61.92,75,99,18.81,1019,AU,1732767110
312,Christchurch,-43.5333,172.6333,81.95,28,96,23.02,1006,NZ,1732766825
313,Road Town,18.4167,-64.6167,80.64,75,36,15.48,1013,VG,1732766837
314,Enewetak,11.3474,162.3373,82.27,83,27,21.16,1008,MH,1732767113
315,Lüderitz,-26.6481,15.1594,58.91,72,0,16.67,1014,NA,1732767114
316,São José da Coroa Grande,-8.8978,-35.1478,75.02,78,25,7.58,1012,BR,1732766979
317,Papao,-17.75,-149.55,83.66,73,91,8.37,1012,PF,1732767116
318,Yallahs,17.8748,-76.5624,76.6,87,100,8.03,1011,JM,1732767117
319,Yallahs,17.8748,-76.5624,76.6,87,100,8.03,1011,JM,1732767117
320,Kailua-Kona,19.6406,-155.9956,78.76,77,20,8.05,1015,US,1732767120
321,Pomáz,47.6423,19.0278,40.55,95,100,3.83,1024,HU,1732767040
322,Port Blair,11.6667,92.75,87.84,70,40,6.91,1011,IN,1732766998
323,Bayanhongor,46.7167,100.1167,6.98,77,23,0.89,1041,MN,1732767123
324,Santiago de Cao,-7.9589,-79.2392,64.53,82,40,8.05,1014,PE,1732767104
325,Abashiri,44.0213,144.2697,39.09,97,99,10.6,1000,JP,1732767125
326,Thunder Bay,48.4001,-89.3168,21.15,82,11,10.07,1014,CA,1732767011
327,Saint-Pierre,-21.3393,55.4781,82.08,57,0,8.05,1017,RE,1732767127
328,Longyearbyen,78.2186,15.6401,4.84,61,40,9.22,1014,SJ,1732767128
329,Ryōtsu-minato,38.0833,138.4333,46.98,75,100,21.72,1005,JP,1732767130
330,Akom II,2.7833,10.5667,68.49,99,93,1.28,1014,CM,1732767131
331,Maputo,-25.9653,32.5892,69.08,76,100,13.29,1013,MZ,1732767132
332,Hemsby,52.6971,1.6918,35.83,84,16,11.61,1024,GB,1732767133
333,Malapatan,5.9692,125.2894,87.67,67,88,10.54,1006,PH,1732767052
334,Écublens,46.529,6.5626,48.61,73,100,9.17,1024,CH,1732767135
335,Aitape,-3.1374,142.3475,84.9,78,100,8.01,1006,PG,1732767136
336,Hilo,19.7297,-155.09,74.93,84,100,10.36,1016,US,1732767137
337,Makokou,0.5738,12.8642,68.36,99,92,2.8,1014,GA,1732767139
338,Menongue,-14.6585,17.691,62.78,95,99,5.41,1013,AO,1732767140
339,Phan Rang-Thap Cham,11.5667,108.9833,81.77,68,99,16.44,1013,VN,1732767141
340,Meizhou,24.2977,116.1072,65.16,30,63,8.32,1024,CN,1732767142
341,Cabo San Lucas,22.8909,-109.9124,72.75,58,57,8.81,1014,MX,1732766915
342,Blackfoot,43.1905,-112.345,18.95,90,70,5.21,1031,US,1732767144
343,Niafunké,15.9322,-3.9906,68.56,24,11,11.36,1016,ML,1732767145
344,Bull Savanna,17.8868,-77.5902,75.74,79,100,5.3,1011,JM,1732767146
345,Hengchun,22.0042,120.7439,71.28,61,73,13.24,1019,TW,1732767148
346,Puerto Peñasco,31.3167,-113.5333,70.79,56,100,9.28,1013,MX,1732767149
347,Chadan,51.2833,91.5833,8.31,89,7,2.48,1046,RU,1732767150
348,San Matías,-16.3667,-58.4,79.47,74,95,6.11,1007,BO,1732767151
349,Mogador,31.5125,-9.77,67.5,37,10,1.14,1020,MA,1732767152
350,Maralal,1.0968,36.698,61.07,80,29,1.77,1017,KE,1732767153
351,Gagliano del Capo,39.8442,18.3695,59.56,79,21,5.79,1024,IT,1732767154
352,Gagliano del Capo,39.8442,18.3695,59.56,79,21,5.79,1024,IT,1732767154
353,Valbo,60.65,17.0333,29.05,100,27,5.01,1019,SE,1732767156
354,Brady,31.1352,-99.3351,54.05,54,20,20.71,1016,US,1732767157
355,Tiksi,71.6872,128.8694,2.28,80,64,35.46,1000,RU,1732767159
356,Benalla,-36.55,145.9833,80.89,37,0,6.06,1012,AU,1732767160
357,Bongor,10.2806,15.3722,62.58,35,5,6.69,1016,TD,1732767161
358,Tidjikja,18.5564,-11.4271,69.87,19,63,11.43,1016,MR,1732767162
359,Zheleznodorozhnyy,55.7503,38.0042,27.95,94,100,2.17,1022,RU,1732767163
360,Mount Gambier,-37.8333,140.7667,58.19,79,100,11.95,1017,AU,1732767164
361,Kaiapoi,-43.3783,172.6401,82.09,30,82,23.02,1006,NZ,1732767165
362,La Sarre,48.8002,-79.1996,24.51,95,100,12.41,1004,CA,1732766868
363,Arkhara,49.4212,130.0842,15.31,95,100,5.66,995,RU,1732767167
364,Chemolgan,43.1897,76.5292,44.85,32,0,2.1,1021,KZ,1732767168
365,Chibougamau,49.9168,-74.3659,20.82,100,100,5.75,1005,CA,1732767170
366,Jabor,5.921,169.6434,82.78,78,63,14.9,1006,MH,1732767171
367,Saint Anne,49.715,-2.2042,50.16,69,100,13.44,1024,GG,1732767172
368,Caleta de Carquín,-11.0925,-77.6267,66.85,83,100,8.1,1014,PE,1732767173
369,Bel Ombre,-4.6167,55.4167,84.04,70,20,3.44,1012,SC,1732767174
370,Bel Ombre,-4.6167,55.4167,84.04,70,20,3.44,1012,SC,1732767174
371,Umeå,63.8284,20.2597,15.73,86,0,5.75,1019,SE,1732767176
372,Basoko,1.2391,23.616,70.41,94,94,3.15,1014,CD,1732767177
373,Medicine Hat,50.0501,-110.6683,9.72,98,100,4.27,1033,CA,1732766894
374,East Aurora,42.7678,-78.6134,39.02,83,100,3.0,1012,US,1732767180
375,Maintirano,-18.0667,44.0167,82.92,78,79,5.19,1013,MG,1732767181
376,Hirara,24.8,125.2833,66.78,64,43,22.06,1020,JP,1732767182
377,Kingston,17.997,-76.7936,76.15,88,100,3.24,1011,JM,1732767183
378,Sofifi,0.7349,127.576,85.42,73,71,5.41,1007,ID,1732767184
379,Puerto Armuelles,8.2833,-82.8667,77.09,90,100,5.01,1011,PA,1732767185
380,Karachev,53.1229,34.9852,19.58,96,97,4.25,1024,RU,1732767186
381,Novy Urengoy,66.0833,76.6333,7.95,97,15,4.32,1021,RU,1732767187
382,Hidalgo,20.5,-99.0,58.68,39,0,2.73,1015,MX,1732767189
383,Gaigeturi,33.4644,126.3183,46.45,81,100,21.85,1014,KR,1732767190
384,Nemuro,43.3236,145.575,48.07,74,71,6.38,998,JP,1732767191
385,Caucayá,-0.1934,-74.7819,73.8,97,100,0.87,1009,CO,1732767192
386,Caucayá,-0.1934,-74.7819,73.8,97,100,0.87,1009,CO,1732767192
387,Mayqayyng,51.4625,75.7986,15.28,74,0,6.06,1024,KZ,1732767194
388,Mareeba,-17.0,145.4333,92.25,55,22,11.7,1008,AU,1732767195
389,Rio Grande,-32.035,-52.0986,66.54,86,54,7.56,1008,BR,1732767125
390,Stephenville,32.2207,-98.2023,53.73,55,0,19.57,1017,US,1732767197
391,Kilembe,0.2,30.0,59.05,92,86,3.04,1020,UG,1732767198
392,Sinabang,2.4803,96.3801,85.26,70,79,4.41,1010,ID,1732767200
393,Whangarei,-35.7317,174.3239,76.68,41,1,5.23,1021,NZ,1732767201
394,Gresovskiy,45.008,34.0266,35.73,68,96,4.27,1026,UA,1732767202
395,Fortuna,40.5982,-124.1573,41.34,95,0,6.91,1022,US,1732767203
396,Lensk,60.7253,114.9278,17.37,93,100,5.84,1010,RU,1732767204
397,Lensk,60.7253,114.9278,17.37,93,100,5.84,1010,RU,1732767204
398,Lensk,60.7253,114.9278,17.37,93,100,5.84,1010,RU,1732767204
399,Bratsk,56.1325,101.6142,32.49,90,100,13.47,1021,RU,1732767208
400,Acapulco de Juárez,16.8634,-99.8901,80.42,78,20,5.75,1012,MX,1732767130
401,Kidal,18.4411,1.4078,61.2,23,0,10.76,1019,ML,1732767210
402,Dusa Marreb,5.535,46.3861,77.11,80,38,13.09,1014,SO,1732767211
403,Richards Bay,-28.783,32.0377,66.72,79,84,10.65,1015,ZA,1732767212
404,Wenchang,30.904,118.4887,53.28,26,0,20.49,1025,CN,1732767213
405,Sint Michiel Liber,12.15,-68.9833,83.7,81,82,1.99,1009,CW,1732767214
406,Cascais,38.6979,-9.4215,54.52,75,41,8.01,1021,PT,1732767215
407,Cascais,38.6979,-9.4215,54.52,75,41,8.01,1021,PT,1732767215
408,Tottori-shi,35.5,134.2333,45.68,87,82,11.56,1011,JP,1732767218
409,Bodaybo,57.8506,114.1933,12.29,93,100,0.96,1016,RU,1732767219
410,Polyarny,69.1989,33.4478,14.68,87,34,11.16,1021,RU,1732766966
411,Margate,51.3813,1.3862,39.69,86,50,12.68,1025,GB,1732767158
412,Barinas,8.6226,-70.2075,76.75,71,100,5.21,1009,VE,1732767222
413,Belle Fourche,44.6714,-103.8522,27.09,72,22,3.42,1025,US,1732767223
414,Minas de Matahambre,22.5887,-83.9447,69.42,87,0,4.23,1015,CU,1732767224
415,Lázaro Cárdenas,17.9583,-102.2,76.21,87,3,4.18,1012,MX,1732767225
416,Kerikeri,-35.2268,173.9474,76.91,69,8,5.99,1020,NZ,1732767226
417,Bela,25.9333,81.9833,71.6,33,0,2.17,1018,IN,1732767227
418,São Caetano de Odivelas,-0.75,-48.02,77.72,82,60,6.87,1009,BR,1732767229
419,Palāsa,18.7667,84.4167,79.11,37,97,14.85,1015,IN,1732767230
420,Kavaratti,10.5669,72.642,82.78,74,96,12.64,1010,IN,1732767231
421,Panadura,6.7132,79.9026,75.06,87,100,19.95,1010,LK,1732767226
422,Ekibastuz,51.6667,75.3667,12.18,78,3,4.07,1025,KZ,1732767233
423,Freeport,40.6576,-73.5832,47.05,70,100,5.75,1014,US,1732767234
424,Igarka,67.4667,86.5833,-4.07,96,30,6.85,1016,RU,1732767035
425,Antsiranana,-12.2787,49.2917,80.31,73,89,14.56,1014,MG,1732767236
426,Broken Hill,-31.95,141.4333,81.14,29,0,4.41,1012,AU,1732767237
427,Pindobaçu,-10.7417,-40.3608,67.75,99,14,3.51,1013,BR,1732767238
428,Navia,43.5354,-6.7194,53.53,77,8,4.54,1022,ES,1732767239
429,Glace Bay,46.1969,-59.957,41.09,98,100,5.01,1010,CA,1732767004
430,Tamanghasset,22.785,5.5228,46.31,42,0,2.3,1022,DZ,1732767242
431,Whakatane,-37.9585,176.9854,74.52,81,23,5.01,1018,NZ,1732767243
432,Brisas de Zicatela,15.8369,-97.0419,76.23,72,0,5.32,1012,MX,1732767244
433,Māngrol,21.1167,70.1167,77.43,37,0,12.86,1015,IN,1732767246
434,Bezenchuk,52.982,49.4333,29.44,64,100,4.34,1024,RU,1732767247
435,Bezenchuk,52.982,49.4333,29.44,64,100,4.34,1024,RU,1732767247
436,Haiku-Pauwela,20.9219,-156.3051,75.04,79,20,24.0,1016,US,1732767249
437,Rājsamand,25.0667,73.8833,71.19,35,0,3.02,1018,IN,1732767024
438,Side,36.7667,31.3885,53.8,49,1,4.25,1024,TR,1732767251
439,Noumea,-22.2763,166.4572,80.82,67,88,19.73,1012,NC,1732767252
440,Severo-Yeniseyskiy,60.3725,93.0408,28.89,97,100,10.31,1017,RU,1732767253
441,Cole Harbour,44.6724,-63.4751,40.48,93,29,14.97,1013,CA,1732767254
442,Bandrele,-12.9067,45.1914,83.95,74,20,10.36,1013,YT,1732767256
443,Scarborough,54.2797,-0.4044,38.16,91,26,1.01,1025,GB,1732767257
444,Amga,60.8953,131.9608,2.34,93,100,1.03,1019,RU,1732767258
445,Alofi,-19.0595,-169.9187,76.89,94,75,10.36,1010,NU,1732767259
446,Glencoe,-28.1783,30.147,54.18,85,99,2.01,1016,ZA,1732766989
447,Ha Tien,10.3833,104.4833,83.98,65,68,19.75,1012,VN,1732767130
448,Ha Tien,10.3833,104.4833,83.98,65,68,19.75,1012,VN,1732767130
449,Marsá Maţrūḩ,31.3525,27.2453,65.01,59,92,7.7,1024,EG,1732767263
450,Merizo Village,13.2658,144.6691,85.98,85,47,19.33,1008,GU,1732767264
451,Sofo-Birnin-Gwari,11.0154,6.7804,61.77,39,0,11.88,1016,NG,1732767266
452,Alice Springs,-23.7,133.8833,85.55,30,20,12.66,1011,AU,1732767267
453,Kimbe,-5.5502,150.1429,85.98,76,95,2.8,1006,PG,1732767268
454,Tangalle,6.024,80.7911,78.76,79,92,17.74,1007,LK,1732767269
455,Cabugao,17.7931,120.4578,85.08,69,100,16.17,1012,PH,1732767270
456,San Julián,21.0167,-102.1667,58.89,23,0,5.28,1015,MX,1732767271
457,Bartica,6.4,-58.6167,72.52,98,65,2.42,1011,GY,1732767272
458,Borba,-4.3878,-59.5939,77.94,72,31,2.1,1008,BR,1732767273
459,Taroa,8.7058,171.2275,82.18,80,40,22.17,1007,MH,1732767274
460,Al Ghayzah,16.2079,52.176,76.95,73,84,0.45,1016,YE,1732767275
461,Ephraim,39.3597,-111.5863,15.08,78,39,5.84,1035,US,1732767052
462,Icheng Ku,32.2692,119.1789,49.55,29,0,21.56,1023,CN,1732767234
463,Icheng Ku,32.2692,119.1789,49.55,29,0,21.56,1023,CN,1732767234
464,Newnham,-41.3833,147.1333,58.15,88,100,23.02,1019,AU,1732767280
465,Xucheng,20.35,110.1288,71.44,50,47,12.21,1022,CN,1732767281
466,Belyy Yar,53.6039,91.3903,8.49,85,75,0.0,1035,RU,1732767282
467,Al Khārijah,25.4514,30.5464,52.56,67,59,8.37,1022,EG,1732767283
468,Mâncio Lima,-7.6142,-72.8958,74.39,86,100,2.01,1008,BR,1732767284
469,Muravlenko,63.7898,74.523,29.12,95,100,6.8,1022,RU,1732767285
470,Awjilah,29.1081,21.2869,54.37,63,0,4.74,1027,LY,1732767287
471,Yung Shue Wan,22.2333,114.1167,71.33,31,33,3.0,1022,HK,1732767288
472,Kotido,2.9806,34.1331,67.05,83,55,4.41,1015,UG,1732767289
473,Sept-Îles,50.2001,-66.3821,32.0,96,75,3.44,1007,CA,1732767290
474,Xenia,39.6848,-83.9296,41.34,95,100,9.22,1008,US,1732767291
475,Ghanzi,-21.5667,21.7833,67.82,13,5,10.4,1014,BW,1732767292
476,Adler,43.43,39.92,44.76,65,75,6.71,1023,RU,1732767293
477,Cannonvale,-20.2833,148.7,81.79,62,100,9.89,1011,AU,1732767294
478,Ntchisi,-13.5278,33.9149,68.43,56,98,1.43,1014,MW,1732767194
479,Safi,32.1667,-8.8333,69.24,34,8,8.48,1021,MA,1732767297
480,Mokhotlong,-29.2894,29.0675,45.23,63,0,2.73,1017,LS,1732767298
481,Champerico,14.3,-91.9167,77.9,74,0,3.69,1011,GT,1732767299
482,Coahuayana de Hidalgo,18.7,-103.6583,74.64,91,32,2.75,1013,MX,1732767300
483,Celestún,20.8667,-90.4,73.33,85,0,8.08,1013,MX,1732767301
484,Gornopravdinsk,60.05,69.9,15.55,97,11,3.98,1024,RU,1732767302
485,Kremenchuk,49.0973,33.4197,32.23,58,90,2.91,1026,UA,1732767303
486,Green River,41.5286,-109.4662,18.99,76,21,5.01,1031,US,1732767304
487,Nuuk,64.1835,-51.7216,18.21,57,6,2.3,1024,GL,1732767305
488,Laojunmiao,39.8333,97.7333,31.71,22,3,3.0,1034,CN,1732767306
489,Sikasso,10.9167,-7.0,67.53,29,0,4.29,1013,ML,1732767307
490,Uacu Cungo,-11.3634,15.1208,63.61,98,100,2.19,1015,AO,1732767309
491,Koné,-21.0595,164.8658,84.94,63,99,5.93,1012,NC,1732767310
492,Prince Rupert,54.3161,-130.3201,44.29,82,100,16.11,1021,CA,1732767311
493,Plastun,44.7561,136.2939,24.35,42,8,7.38,1001,RU,1732767312
494,Antofagasta,-23.65,-70.4,63.68,82,79,2.93,1016,CL,1732767313
495,Suva,-18.1416,178.4415,78.28,94,75,8.05,1009,FJ,1732767314
496,Suva,-18.1416,178.4415,78.28,94,75,8.05,1009,FJ,1732767314
497,Suicheng,33.8963,117.9331,46.58,30,0,17.34,1022,CN,1732767316
498,Santa Marta de Ortigueira,43.6833,-7.85,55.47,70,15,5.79,1021,ES,1732767318
499,Kumul,42.8,93.45,27.86,50,0,0.54,1042,CN,1732767319
500,Bambari,5.768,20.6757,69.94,51,49,3.13,1014,CF,1732767320
501,Nagqu Prefecture,31.5,92.0,26.11,25,83,4.59,1015,CN,1732767321
502,Saint-François,46.4154,3.9054,52.65,84,100,5.75,1024,FR,1732767322
503,Fort Bragg,35.139,-79.006,58.82,92,100,5.75,1012,US,1732767323
504,Kitimat,54.0524,-128.6534,37.9,29,100,5.01,1021,CA,1732767324
505,Barra de Santo Antônio,-9.4047,-35.5072,75.33,78,30,9.22,1012,BR,1732767325
506,Miles City,46.4083,-105.8406,22.17,79,100,3.44,1025,US,1732767326
507,Chamdo,31.1667,97.2333,28.98,41,100,4.94,1020,CN,1732767327
508,Chunskiy,56.0815,99.6342,32.05,96,100,10.8,1023,RU,1732767329
509,Saint-Philippe,-21.3585,55.7679,74.89,78,34,15.88,1018,RE,1732767330
510,Sungai Penuh,-2.0833,101.3833,70.48,89,100,3.15,1013,ID,1732767331
511,Vikhorevka,56.1201,101.1636,31.39,91,100,11.61,1022,RU,1732767332
512,Ambon City,-3.6954,128.1814,91.54,66,40,8.05,1006,ID,1732767333
513,Onguday,50.75,86.15,23.94,71,3,4.07,1037,RU,1732767334
514,Kirakira,-10.4544,161.9205,85.64,76,100,10.2,1007,SB,1732767335
515,Kirakira,-10.4544,161.9205,85.64,76,100,10.2,1007,SB,1732767335
516,Kīevka,50.2619,71.5514,12.2,86,5,4.43,1025,KZ,1732767337
517,Borogontsy,62.6683,131.1683,-1.98,95,100,2.73,1021,RU,1732767133
518,Huarmey,-10.0681,-78.1522,67.19,85,99,7.47,1014,PE,1732767340
519,Santa Vitória do Palmar,-33.5189,-53.3681,63.05,95,16,4.92,1009,BR,1732767341
520,Meadow Lake,34.8014,-106.5436,44.08,50,100,6.67,1017,US,1732767342
521,Luleå,65.5842,22.1547,6.87,92,13,8.05,1020,SE,1732767343
522,Kyzyl-Mazhalyk,51.1333,90.6,14.11,63,0,1.86,1044,RU,1732767344
523,Kudahuvadhoo,2.6708,72.8944,81.48,81,100,14.5,1010,MV,1732767345
524,Nikolayevsk-on-Amur,53.1406,140.73,32.27,97,100,12.75,1001,RU,1732767346
525,Nikolayevsk-on-Amur,53.1406,140.73,32.27,97,100,12.75,1001,RU,1732767346
526,Port Hueneme,34.1478,-119.1951,59.83,95,100,6.91,1016,US,1732767348
527,Tahe,52.3333,124.7333,14.4,86,89,9.44,1008,CN,1732767350
528,Port Augusta,-32.5,137.7667,73.92,44,67,12.93,1015,AU,1732767351
529,City of Balikpapan,-1.242,116.8942,82.35,69,40,9.22,1008,ID,1732767352
530,Cam Ranh,11.9214,109.1591,82.36,65,40,32.21,1015,VN,1732767353
531,El Alcázar,-26.7146,-54.8152,70.29,99,100,2.51,1008,AR,1732767354
532,Estância,-11.2683,-37.4383,72.48,96,23,2.48,1012,BR,1732767355
533,Kamaishi,39.2667,141.8833,46.36,65,49,8.03,1003,JP,1732767356
534,Timmins,48.4669,-81.3331,22.82,93,100,6.91,1005,CA,1732767316
535,Dirba,30.0667,75.9833,67.73,21,0,2.62,1018,IN,1732767358
536,Anastácio,-20.4836,-55.8069,81.25,63,76,3.98,1006,BR,1732767360
537,Arkhangelsk,64.5401,40.5433,35.71,100,100,6.71,1020,RU,1732767361
538,Mālvan,16.0667,73.4667,76.71,47,100,10.0,1013,IN,1732767362
539,Pariaman,-0.619,100.12,84.25,70,78,4.36,1010,ID,1732767363
540,Cockburn Town,21.4612,-71.1419,79.84,80,100,21.77,1013,TC,1732767064
541,Gazojak,41.1875,61.4036,56.28,39,100,11.07,1010,TM,1732767365
542,La Ronge,55.1001,-105.2842,5.25,78,100,10.36,1022,CA,1732767366
543,Kaoma,-14.7833,24.8,65.53,93,100,6.11,1014,ZM,1732767367
544,Shingū,33.7333,135.9833,52.74,60,100,4.76,1011,JP,1732767368
545,Inhambane,-23.865,35.3833,76.26,89,69,8.43,1010,MZ,1732767369
546,Portland,45.5234,-122.6762,42.39,93,20,1.01,1026,US,1732766711
547,Susaki,33.3667,133.2833,52.88,64,32,10.51,1013,JP,1732767231
548,Rafrāf,37.1904,10.1837,63.36,58,38,6.15,1024,TN,1732767373
549,Coronel Dorrego,-38.7187,-61.2873,52.12,87,3,8.25,1013,AR,1732767374
550,Flin Flon,54.7682,-101.865,1.96,99,90,5.26,1021,CA,1732767375
551,Feijó,-8.1642,-70.3536,72.93,95,85,1.05,1009,BR,1732767376
552,Gevgelija,41.1392,22.5025,51.03,79,65,2.57,1026,MK,1732767175
553,Isangel,-19.55,169.2667,84.31,74,75,6.91,1012,VU,1732767378
554,Quellón,-43.1167,-73.6167,46.22,90,71,3.27,1018,CL,1732767380
555,Cukai,4.25,103.4167,78.96,90,100,8.01,1010,MY,1732767381
556,Puerto Aisén,-45.4,-72.7,47.73,100,100,3.18,1016,CL,1732767382
557,Puerto Aisén,-45.4,-72.7,47.73,100,100,3.18,1016,CL,1732767382
558,Kulachi,31.9286,70.4592,68.45,22,3,1.95,1018,PK,1732767384
559,Cox’s Bāzār,21.4532,91.9798,77.13,54,98,4.54,1014,BD,1732767385
560,Missoula,47.0166,-113.8009,27.0,94,94,2.77,1028,US,1732767386
561,St. John's,47.5649,-52.7093,35.78,96,100,3.44,1011,CA,1732767107
562,Botro,7.8525,-5.3106,68.95,44,0,5.08,1012,CI,1732767388
563,Mwene-Ditu,-7.0,23.45,64.15,99,100,1.45,1016,CD,1732767390
564,Tabas,33.5959,56.9244,64.2,46,54,9.84,1012,IR,1732767391
565,Tabas,33.5959,56.9244,64.2,46,54,9.84,1012,IR,1732767391
566,Hithadhoo,-0.6,73.0833,82.67,81,62,18.23,1010,MV,1732767393
567,Petatlán,17.5167,-101.2667,73.81,92,0,3.4,1012,MX,1732767394
568,Andalgalá,-27.5819,-66.3165,75.67,79,83,5.82,1006,AR,1732767395
569,Burang,30.25,81.1667,26.74,40,1,3.38,1022,CN,1732767396
570,Tokār,18.4254,37.729,77.86,72,92,14.07,1015,SD,1732767397
571,Talata Mafara,12.5732,6.0597,64.0,34,96,12.17,1016,NG,1732767398
572,Sittwe,20.15,92.9,81.84,54,74,3.78,1014,MM,1732767400
573,Sittwe,20.15,92.9,81.84,54,74,3.78,1014,MM,1732767400
574,Zuwārah,32.9312,12.082,60.46,49,62,5.61,1025,LY,1732767402
575,Tabou,4.423,-7.3528,76.95,84,2,1.23,1011,CI,1732767403
576,Kegeyli Shahar,42.7767,59.6078,47.98,39,100,15.43,1012,UZ,1732767404
577,Lā‘ie,21.6477,-157.9253,76.39,77,7,5.99,1016,US,1732767405
578,Scottsbluff,41.8666,-103.6672,26.29,65,0,2.53,1023,US,1732767194
579,Gadzhiyevo,69.2551,33.3362,13.75,91,53,10.94,1021,RU,1732767407
580,Page,36.9147,-111.4558,40.78,65,0,8.01,1021,US,1732767408
581,Guiping,23.3925,110.0814,70.79,25,75,6.69,1025,CN,1732767410
582,Inírida,3.8653,-67.9239,73.99,97,100,2.1,1009,CO,1732767411
583,Shibetsu,43.659,145.132,47.1,66,75,6.91,998,JP,1732767412
584,North La Crosse,43.8464,-91.2482,25.52,80,100,16.11,1017,US,1732767413
585,Tura,25.5198,90.2201,74.66,56,100,0.11,1016,IN,1732767414
586,São João da Barra,-21.6403,-41.0511,74.35,88,6,21.09,1010,BR,1732767415
587,Port Moresby,-9.4431,147.1797,90.82,62,75,10.36,1004,PG,1732767416
588,Traiguén,-38.25,-72.6833,40.37,92,34,1.59,1020,CL,1732767417
589,Arraial do Cabo,-22.9661,-42.0278,73.81,90,5,25.64,1009,BR,1732767418
590,Ed Damer,17.5928,33.9592,59.74,39,22,13.06,1017,SD,1732767419
591,Kristiansund,63.1115,7.732,34.12,74,40,4.61,1020,NO,1732767421
592,Tegueste,28.5167,-16.3167,67.62,67,0,10.0,1017,ES,1732767422
593,Wuxi,31.5689,120.2886,51.91,31,0,20.11,1022,CN,1732767425
594,Kayangel,8.0823,134.7173,80.53,87,100,17.92,1007,PW,1732767426
595,Ad Dawādimī,24.5077,44.3924,54.75,58,5,12.91,1022,SA,1732767427
596,Ad Dawādimī,24.5077,44.3924,54.75,58,5,12.91,1022,SA,1732767427
597,Ridder,50.355,83.5133,35.89,68,2,5.1,1029,KZ,1732767430
